fecha_hecho,cantidad,latitud,longitud,sexo,edad,estado_civil,grupo_actor,actividad_delictiva,parentesco,ocupacion,discapacidad,grupo_especial,medio_transporte,nivel_academico,testigo,conducta,modalidad,caracterizacion,conducta_especial,arma_medio,articulo_penal,categoria_penal,nombre_barrio,codigo_barrio,codigo_comuna,lugar,sede_receptora,bien,categoria_bien,grupo_bien,modelo,color,permiso,unidad_medida,fecha_ingestion
2005-01-01 20:00:00-05:00,1.0,,,Mujer,35,Casado(a),Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a persona,Atraco,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Buenos Aires,#0907,9,Vía pública,Villa Hermosa,Accesorios prendas de vestir,Prendas de vestir y accesorios,Mercancía,-1,Sin dato,Sin dato,Sin dato,2023-03-06T04:08:10.000-05:00
2005-01-01 20:00:00-05:00,1.0,,,Mujer,35,Casado(a),Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a persona,Atraco,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Buenos Aires,#0907,9,Vía pública,Villa Hermosa,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2023-03-06T04:08:10.000-05:00
2005-01-01 20:00:00-05:00,1.0,,,Mujer,35,Casado(a),Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a persona,Atraco,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Buenos Aires,#0907,9,Vía pública,Villa Hermosa,Accesorios prendas de vestir,Prendas de vestir y accesorios,Mercancía,-1,Sin dato,Sin dato,Sin dato,2023-03-06T04:08:10.000-05:00
2005-01-01 05:00:00-05:00,1.0,6.210507,-75.567694,Mujer,23,Soltero(a),Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Hurto a persona,Rompimiento de ventana,Sin dato,Sin dato,Objeto contundente,Sin dato,Sin dato,El Poblado,#1418,14,Vía pública,Poblado,Sin dato,Sin dato,Sin dato,-1,Sin dato,Sin dato,Sin dato,2023-03-06T04:08:10.000-05:00
2005-01-01 08:20:00-05:00,1.0,6.217099,-75.575742,Hombre,49,Soltero(a),Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Hurto a persona,Rompimiento cerraduta,Sin dato,Sin dato,Objeto contundente,Sin dato,Sin dato,Villa Carlota,#1403,14,Parqueadero,Poblado,Radio,Tecnología,Mercancía,-1,Sin dato,Sin dato,Sin dato,2023-03-06T04:08:10.000-05:00
2005-01-01 20:00:00-05:00,1.0,,,Mujer,35,Casado(a),Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a persona,Atraco,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Buenos Aires,#0907,9,Vía pública,Villa Hermosa,Accesorios prendas de vestir,Prendas de vestir y accesorios,Mercancía,-1,Sin dato,Sin dato,Sin dato,2023-03-06T04:08:10.000-05:00
2005-01-01 20:00:00-05:00,1.0,,,Mujer,35,Casado(a),Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a persona,Atraco,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Buenos Aires,#0907,9,Vía pública,Villa Hermosa,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2023-03-06T04:08:10.000-05:00
2005-01-01 20:00:00-05:00,1.0,,,Mujer,35,Casado(a),Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a persona,Atraco,Sin dato,Sin dato,Arma de fuego,Sin dato,Sin dato,Buenos Aires,#0907,9,Vía pública,Villa Hermosa,Accesorios prendas de vestir,Prendas de vestir y accesorios,Mercancía,-1,Sin dato,Sin dato,Sin dato,2023-03-06T04:08:10.000-05:00
2005-01-01 08:20:00-05:00,1.0,6.217099,-75.575742,Hombre,49,Soltero(a),Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Hurto a persona,Rompimiento cerraduta,Sin dato,Sin dato,Objeto contundente,Sin dato,Sin dato,Villa Carlota,#1403,14,Parqueadero,Poblado,Radio,Tecnología,Mercancía,-1,Sin dato,Sin dato,Sin dato,2023-03-06T04:08:10.000-05:00
2005-01-01 05:00:00-05:00,1.0,6.210507,-75.567694,Mujer,23,Soltero(a),Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Hurto a persona,Rompimiento de ventana,Sin dato,Sin dato,Objeto contundente,Sin dato,Sin dato,El Poblado,#1418,14,Vía pública,Poblado,Sin dato,Sin dato,Sin dato,-1,Sin dato,Sin dato,Sin dato,2023-03-06T04:08:10.000-05:00
