fecha_hecho,cantidad,latitud,longitud,sexo,edad,estado_civil,grupo_actor,actividad_delictiva,parentesco,ocupacion,discapacidad,grupo_especial,medio_transporte,nivel_academico,testigo,conducta,modalidad,caracterizacion,conducta_especial,arma_medio,articulo_penal,categoria_penal,nombre_barrio,codigo_barrio,codigo_comuna,lugar,sede_receptora,bien,categoria_bien,grupo_bien,modelo,color,permiso,unidad_medida,fecha_ingestion
2014-01-01 13:00:00-05:00,1.0,6.268572,-75.560436,Hombre,47,Casado(a),Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a persona,Descuido,Sin dato,De celular,No,Sin dato,Sin dato,San Pedro,#0408,4,Vía pública,Aranjuez,Sin dato documentos,Documentos,Mercancía,-1,Sin dato,Sin dato,Sin dato,2023-03-06T04:08:10.000-05:00
2014-01-01 09:00:00-05:00,1.0,6.247757,-75.564054,Hombre,50,Unión marital de hecho,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a persona,Atraco,Sin dato,No,Arma cortopunzante,Sin dato,Sin dato,La Candelaria,#1019,10,Vía pública,Candelaria,Sin dato documentos,Documentos,Mercancía,-1,Sin dato,Sin dato,Sin dato,2023-03-06T04:08:10.000-05:00
2014-01-01 15:30:00-05:00,1.0,6.256619,-75.562026,Hombre,19,Soltero(a),Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a persona,Atraco,Sin dato,No,Arma cortopunzante,Sin dato,Sin dato,Prado,#1001,10,Vía pública,Candelaria,Accesorios prendas de vestir,Prendas de vestir y accesorios,Mercancía,-1,Sin dato,Sin dato,Sin dato,2023-03-06T04:08:10.000-05:00
2014-01-01 15:30:00-05:00,1.0,6.256619,-75.562026,Hombre,19,Soltero(a),Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a persona,Atraco,Sin dato,No,Arma cortopunzante,Sin dato,Sin dato,Prado,#1001,10,Vía pública,Candelaria,Sin dato documentos,Documentos,Mercancía,-1,Sin dato,Sin dato,Sin dato,2023-03-06T04:08:10.000-05:00
2014-01-01 03:15:00-05:00,1.0,6.243857,-75.563097,Mujer,25,Soltero(a),Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Motocicleta,Sin dato,Sin dato,Hurto a persona,Descuido,Sin dato,No,No,Sin dato,Sin dato,Bomboná No.1,#1015,10,Residencia,Candelaria,Autopartes,Autoparte y elementos de la mecánica automotriz,Mercancía,-1,Sin dato,Sin dato,Sin dato,2023-03-06T04:08:10.000-05:00
2014-01-01 09:00:00-05:00,1.0,6.247757,-75.564054,Hombre,50,Unión marital de hecho,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a persona,Atraco,Sin dato,No,Arma cortopunzante,Sin dato,Sin dato,La Candelaria,#1019,10,Vía pública,Candelaria,Sin dato joyas,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2023-03-06T04:08:10.000-05:00
2014-01-01 15:30:00-05:00,1.0,6.256619,-75.562026,Hombre,19,Soltero(a),Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a persona,Atraco,Sin dato,No,Arma cortopunzante,Sin dato,Sin dato,Prado,#1001,10,Vía pública,Candelaria,Billetera,Prendas de vestir y accesorios,Mercancía,-1,Sin dato,Sin dato,Sin dato,2023-03-06T04:08:10.000-05:00
2014-01-01 21:00:00-05:00,1.0,6.248421,-75.570281,Hombre,62,Casado(a),Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a persona,Atraco,Sin dato,De celular,Arma cortopunzante,Sin dato,Sin dato,La Candelaria,#1019,10,Vía pública,Candelaria,Celular,Tecnología,Mercancía,-1,Sin dato,Sin dato,Sin dato,2023-03-06T04:08:10.000-05:00
2014-01-01 21:00:00-05:00,1.0,6.248118,-75.540373,Hombre,59,Casado(a),Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a persona,Descuido,Sin dato,De celular,No,Sin dato,Sin dato,Trece de Noviembre,#0811,8,"Hotel, motel y hostal",Villa Hermosa,Celular,Tecnología,Mercancía,-1,Sin dato,Sin dato,Sin dato,2023-03-06T04:08:10.000-05:00
2014-01-01 21:00:00-05:00,1.0,6.244071,-75.573722,Mujer,57,Soltero(a),Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Caminata,Sin dato,Sin dato,Hurto a persona,Cosquilleo,Sin dato,No,No,Sin dato,Sin dato,Centro Administrativo,#Inst_17,10,Vía pública,Candelaria,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,-1,Sin dato,Sin dato,Sin dato,2023-03-06T04:08:10.000-05:00
