fecha_hecho,sexo,edad,arma_medio,nombre_barrio,codigo_barrio,codigo_comuna
2009-01-01 18:00:00-05:00,Hombre,27,Sin dato,Calle Nueva,#1011,10
2009-01-01 07:15:00-05:00,Mujer,50,No,Santander,#0601,6
2009-01-01 19:10:00-05:00,Mujer,34,No,Los Conquistadores,#1105,11
2009-01-01 00:10:00-05:00,Hombre,42,No,Villa Nueva,#1018,10
2009-01-01 01:30:00-05:00,Hombre,65,Arma cortopunzante,Los Naranjos,#1410,14
2009-01-01 03:00:00-05:00,Mujer,59,No,San Bernardo,#1605,16
2009-01-01 06:00:00-05:00,Mujer,25,No,La Gloria,#1612,16
2009-01-01 19:10:00-05:00,Mujer,34,No,Los Conquistadores,#1105,11
2009-01-01 18:00:00-05:00,Hombre,27,Sin dato,Calle Nueva,#1011,10
2009-01-01 07:15:00-05:00,Mujer,50,No,Santander,#0601,6
2009-01-01 03:00:00-05:00,Mujer,59,No,San Bernardo,#1605,16
2009-01-01 01:30:00-05:00,Hombre,65,Arma cortopunzante,Los Naranjos,#1410,14
2009-01-01 00:10:00-05:00,Hombre,42,No,Villa Nueva,#1018,10
2009-01-01 06:00:00-05:00,Mujer,25,No,La Gloria,#1612,16
2009-01-01 19:10:00-05:00,Mujer,34,No,Los Conquistadores,#1105,11
2009-01-01 19:10:00-05:00,Mujer,34,No,Los Conquistadores,#1105,11
2009-01-02 01:40:00-05:00,Mujer,21,No,Las Mercedes,#1617,16
2009-01-02 01:40:00-05:00,Mujer,21,No,Las Mercedes,#1617,16
2009-01-02 19:00:00-05:00,Hombre,34,Arma de fuego,Caribe,#0517,5
2009-01-02 00:50:00-05:00,Mujer,22,No,Nueva Villa del Aburrá,#1618,16
2009-01-02 10:30:00-05:00,Hombre,28,Arma de fuego,Tenche,#1502,15
2009-01-02 10:30:00-05:00,Hombre,28,Arma de fuego,Tenche,#1502,15
2009-01-02 10:30:00-05:00,Hombre,28,Arma de fuego,Tenche,#1502,15
2009-01-02 01:40:00-05:00,Mujer,21,No,Las Mercedes,#1617,16
