fecha_hecho,sexo,edad,arma_medio,nombre_barrio,codigo_barrio,codigo_comuna
2004-01-01 18:00:00-05:00,Mujer,23,Arma cortopunzante,El Danubio,#1207,12
2004-01-01 18:10:00-05:00,Hombre,53,Objeto contundente,Villa Nueva,#1018,10
2004-01-01 18:10:00-05:00,Hombre,53,Objeto contundente,Villa Nueva,#1018,10
2004-01-01 18:00:00-05:00,Mujer,23,Arma cortopunzante,El Danubio,#1207,12
2004-01-02 08:30:00-05:00,Hombre,31,Sin dato,La Candelaria,#1019,10
2004-01-02 05:30:00-05:00,Mujer,23,Arma de fuego,Las Granjas,#0302,3
2004-01-02 09:30:00-05:00,Hombre,25,Objeto contundente,Belén,#1603,16
2004-01-02 10:30:00-05:00,Hombre,26,Sin dato,La Candelaria,#1019,10
2004-01-02 13:30:00-05:00,Hombre,21,Arma de fuego,Villa Nueva,#1018,10
2004-01-02 19:05:00-05:00,Hombre,48,Arma de fuego,La Floresta,#1205,12
2004-01-02 20:00:00-05:00,Mujer,42,Arma cortopunzante,Suramericana,#1102,11
2004-01-02 20:30:00-05:00,Mujer,28,Sin dato,Manila,#1419,14
2004-01-02 08:30:00-05:00,Hombre,31,Sin dato,La Candelaria,#1019,10
2004-01-02 09:30:00-05:00,Hombre,25,Objeto contundente,Belén,#1603,16
2004-01-02 19:05:00-05:00,Hombre,48,Arma de fuego,La Floresta,#1205,12
2004-01-02 05:30:00-05:00,Mujer,23,Arma de fuego,Las Granjas,#0302,3
2004-01-02 20:30:00-05:00,Mujer,28,Sin dato,Manila,#1419,14
2004-01-02 10:30:00-05:00,Hombre,26,Sin dato,La Candelaria,#1019,10
2004-01-02 13:30:00-05:00,Hombre,21,Arma de fuego,Villa Nueva,#1018,10
2004-01-02 20:00:00-05:00,Mujer,42,Arma cortopunzante,Suramericana,#1102,11
2004-01-03 09:30:00-05:00,Hombre,46,Sin dato,La Alpujarra,#Inst_16,10
2004-01-03 12:00:00-05:00,Hombre,44,Arma de fuego,Progreso,#0519,5
2004-01-03 06:30:00-05:00,Hombre,35,Arma de fuego,Alfonso López,#0514,5
2004-01-03 13:00:00-05:00,Hombre,36,Arma de fuego,Carlos E. Restrepo,#1101,11
2004-01-03 14:00:00-05:00,Hombre,25,Objeto contundente,La Candelaria,#1019,10
2004-01-03 19:00:00-05:00,Hombre,26,Sin dato,La Candelaria,#1019,10
2004-01-03 16:30:00-05:00,Hombre,51,Sin dato,Suramericana,#1102,11
2004-01-03 12:00:00-05:00,Hombre,44,Arma de fuego,Progreso,#0519,5
2004-01-03 09:30:00-05:00,Hombre,46,Sin dato,La Alpujarra,#Inst_16,10
2004-01-03 14:00:00-05:00,Hombre,25,Objeto contundente,La Candelaria,#1019,10
2004-01-03 13:00:00-05:00,Hombre,36,Arma de fuego,Carlos E. Restrepo,#1101,11
2004-01-03 19:00:00-05:00,Hombre,26,Sin dato,La Candelaria,#1019,10
2004-01-03 06:30:00-05:00,Hombre,35,Arma de fuego,Alfonso López,#0514,5
2004-01-03 16:30:00-05:00,Hombre,51,Sin dato,Suramericana,#1102,11
2004-01-04 09:30:00-05:00,Hombre,57,Sin dato,San Benito,#1006,10
2004-01-04 14:00:00-05:00,Hombre,18,Arma cortopunzante,B. Cerro el Volador,#0702,7
2004-01-04 14:00:00-05:00,Mujer,40,Arma de fuego,La Candelaria,#1019,10
2004-01-04 16:00:00-05:00,Hombre,54,Sin dato,Guayabal,#1510,15
2004-01-04 18:30:00-05:00,Hombre,35,Sin dato,La Mota,#1608,16
2004-01-04 01:00:00-05:00,Hombre,36,Arma cortopunzante,Campo Amor,#1507,15
2004-01-04 04:00:00-05:00,Hombre,21,Arma de fuego,Jesús Nazareno,#1003,10
2004-01-04 13:30:00-05:00,Hombre,37,Arma de fuego,Barrio Colón,#1013,10
2004-01-04 14:00:00-05:00,Mujer,39,Arma cortopunzante,La Candelaria,#1019,10
2004-01-04 15:15:00-05:00,Mujer,15,Sin dato,Los Conquistadores,#1105,11
2004-01-04 15:30:00-05:00,Hombre,23,Sin dato,Parque Juan Pablo II,#Inst_19,15
2004-01-04 16:00:00-05:00,Mujer,31,Sin dato,La Candelaria,#1019,10
2004-01-04 16:30:00-05:00,Hombre,21,Sin dato,Sucre,#0809,8
2004-01-04 16:30:00-05:00,Hombre,35,Sin dato,Barrio Colombia,#1401,14
2004-01-04 21:05:00-05:00,Hombre,21,Arma de fuego,Terminal de Transporte,#Inst_4,5
2004-01-04 22:00:00-05:00,Mujer,23,Sin dato,La Candelaria,#1019,10
2004-01-04 13:00:00-05:00,Hombre,35,Arma de fuego,San Isidro,#0402,4
2004-01-04 14:00:00-05:00,Hombre,18,Arma cortopunzante,B. Cerro el Volador,#0702,7
2004-01-04 09:30:00-05:00,Hombre,57,Sin dato,San Benito,#1006,10
2004-01-04 16:00:00-05:00,Hombre,54,Sin dato,Guayabal,#1510,15
2004-01-04 18:30:00-05:00,Hombre,35,Sin dato,La Mota,#1608,16
2004-01-04 14:00:00-05:00,Mujer,40,Arma de fuego,La Candelaria,#1019,10
2004-01-04 16:30:00-05:00,Hombre,35,Sin dato,Barrio Colombia,#1401,14
2004-01-04 13:30:00-05:00,Hombre,37,Arma de fuego,Barrio Colón,#1013,10
2004-01-04 14:00:00-05:00,Mujer,39,Arma cortopunzante,La Candelaria,#1019,10
2004-01-04 15:30:00-05:00,Hombre,23,Sin dato,Parque Juan Pablo II,#Inst_19,15
2004-01-04 22:00:00-05:00,Mujer,23,Sin dato,La Candelaria,#1019,10
2004-01-04 15:15:00-05:00,Mujer,15,Sin dato,Los Conquistadores,#1105,11
2004-01-04 16:00:00-05:00,Mujer,31,Sin dato,La Candelaria,#1019,10
2004-01-04 04:00:00-05:00,Hombre,21,Arma de fuego,Jesús Nazareno,#1003,10
2004-01-04 21:05:00-05:00,Hombre,21,Arma de fuego,Terminal de Transporte,#Inst_4,5
2004-01-04 16:30:00-05:00,Hombre,21,Sin dato,Sucre,#0809,8
2004-01-04 01:00:00-05:00,Hombre,36,Arma cortopunzante,Campo Amor,#1507,15
2004-01-04 13:00:00-05:00,Hombre,35,Arma de fuego,San Isidro,#0402,4
2004-01-05 05:30:00-05:00,Hombre,21,Arma cortopunzante,La Alpujarra,#Inst_16,10
