fecha_hecho,sexo,edad,arma_medio,nombre_barrio,codigo_barrio,codigo_comuna
2006-01-01 04:30:00-05:00,Hombre,23,Sin dato,Sin dato,SIN DATO,SIN DATO
2006-01-01 02:30:00-05:00,Hombre,43,Arma cortopunzante,Moscú No.2,#0105,1
2006-01-01 02:30:00-05:00,Hombre,43,Arma cortopunzante,Moscú No.2,#0105,1
2006-01-01 02:30:00-05:00,Hombre,43,Arma cortopunzante,Moscú No.2,#0105,1
2006-01-01 02:30:00-05:00,Hombre,43,Arma cortopunzante,Moscú No.2,#0105,1
2006-01-01 02:30:00-05:00,Hombre,43,Arma cortopunzante,Moscú No.2,#0105,1
2006-01-01 02:20:00-05:00,Hombre,33,No,Manrique Central No.1,#0409,4
2006-01-01 13:00:00-05:00,Hombre,46,Arma de fuego,El Pomar,#0306,3
2006-01-01 18:00:00-05:00,Hombre,40,Arma de fuego,Santa Inés,#0304,3
2006-01-01 19:00:00-05:00,Hombre,42,Arma cortopunzante,Villa Nueva,#1018,10
2006-01-01 02:30:00-05:00,Hombre,43,Arma cortopunzante,Moscú No.2,#0105,1
2006-01-01 04:30:00-05:00,Hombre,23,Sin dato,Sin dato,SIN DATO,SIN DATO
2006-01-01 18:00:00-05:00,Hombre,40,Arma de fuego,Santa Inés,#0304,3
2006-01-01 02:20:00-05:00,Hombre,33,No,Manrique Central No.1,#0409,4
2006-01-01 19:00:00-05:00,Hombre,42,Arma cortopunzante,Villa Nueva,#1018,10
2006-01-01 13:00:00-05:00,Hombre,46,Arma de fuego,El Pomar,#0306,3
2006-01-01 02:30:00-05:00,Hombre,43,Arma cortopunzante,Moscú No.2,#0105,1
2006-01-01 02:30:00-05:00,Hombre,43,Arma cortopunzante,Moscú No.2,#0105,1
2006-01-01 02:30:00-05:00,Hombre,43,Arma cortopunzante,Moscú No.2,#0105,1
2006-01-01 02:30:00-05:00,Hombre,43,Arma cortopunzante,Moscú No.2,#0105,1
2006-01-01 02:30:00-05:00,Hombre,43,Arma cortopunzante,Moscú No.2,#0105,1
2006-01-01 02:30:00-05:00,Hombre,43,Arma cortopunzante,Moscú No.2,#0105,1
2006-01-02 08:00:00-05:00,Hombre,25,No,Belén,#1603,16
2006-01-02 18:25:00-05:00,Sin dato,-1,Arma de fuego,Florida Nueva,#1117,11
2006-01-02 18:25:00-05:00,Sin dato,-1,Arma de fuego,Florida Nueva,#1117,11
2006-01-02 22:30:00-05:00,Hombre,23,Arma de fuego,Santa Mónica,#1209,12
2006-01-02 22:30:00-05:00,Mujer,23,Arma de fuego,Santa Mónica,#1209,12
2006-01-02 22:30:00-05:00,Hombre,23,Arma de fuego,Santa Mónica,#1209,12
2006-01-02 05:40:00-05:00,Hombre,46,Sin dato,Bomboná No.1,#1015,10
2006-01-02 08:30:00-05:00,Sin dato,-1,Sin dato,Perpetuo Socorro,#1012,10
2006-01-02 08:45:00-05:00,Hombre,61,No,Jesús Nazareno,#1003,10
2006-01-02 12:20:00-05:00,Hombre,61,No,El Poblado,#1418,14
2006-01-02 12:40:00-05:00,Hombre,28,Arma cortopunzante,Santander,#0601,6
2006-01-02 15:00:00-05:00,Mujer,56,No,La Candelaria,#1019,10
2006-01-02 18:25:00-05:00,Sin dato,-1,Arma de fuego,Florida Nueva,#1117,11
2006-01-02 22:30:00-05:00,Mujer,23,Arma de fuego,Santa Mónica,#1209,12
2006-01-02 08:00:00-05:00,Hombre,25,No,Belén,#1603,16
2006-01-02 08:45:00-05:00,Hombre,61,No,Jesús Nazareno,#1003,10
2006-01-02 18:25:00-05:00,Sin dato,-1,Arma de fuego,Florida Nueva,#1117,11
2006-01-02 18:25:00-05:00,Sin dato,-1,Arma de fuego,Florida Nueva,#1117,11
2006-01-02 18:25:00-05:00,Sin dato,-1,Arma de fuego,Florida Nueva,#1117,11
2006-01-02 12:40:00-05:00,Hombre,28,Arma cortopunzante,Santander,#0601,6
2006-01-02 12:20:00-05:00,Hombre,61,No,El Poblado,#1418,14
2006-01-02 05:40:00-05:00,Hombre,46,Sin dato,Bomboná No.1,#1015,10
2006-01-02 22:30:00-05:00,Mujer,23,Arma de fuego,Santa Mónica,#1209,12
2006-01-02 22:30:00-05:00,Hombre,23,Arma de fuego,Santa Mónica,#1209,12
2006-01-02 22:30:00-05:00,Mujer,23,Arma de fuego,Santa Mónica,#1209,12
2006-01-02 22:30:00-05:00,Hombre,23,Arma de fuego,Santa Mónica,#1209,12
2006-01-02 08:30:00-05:00,Sin dato,-1,Sin dato,Perpetuo Socorro,#1012,10
2006-01-02 15:00:00-05:00,Mujer,56,No,La Candelaria,#1019,10
2006-01-03 06:10:00-05:00,Hombre,39,Arma de fuego,El Chagualo,#1004,10
2006-01-03 10:00:00-05:00,Mujer,30,No,Bomboná No.1,#1015,10
2006-01-03 14:00:00-05:00,Hombre,33,Arma de fuego,Versalles No.1,#0309,3
2006-01-03 18:00:00-05:00,Hombre,22,Arma cortopunzante,La Candelaria,#1019,10
2006-01-03 10:00:00-05:00,Mujer,30,No,Bomboná No.1,#1015,10
2006-01-03 18:00:00-05:00,Hombre,22,Arma cortopunzante,La Candelaria,#1019,10
2006-01-03 08:00:00-05:00,Hombre,34,Sin dato,San Isidro,#0402,4
2006-01-03 08:00:00-05:00,Hombre,34,Sin dato,San Isidro,#0402,4
2006-01-03 08:05:00-05:00,Hombre,46,Arma de fuego,Santander,#0601,6
2006-01-03 05:00:00-05:00,Mujer,27,Sin dato,La Candelaria,#1019,10
2006-01-03 08:00:00-05:00,Hombre,34,Sin dato,San Isidro,#0402,4
2006-01-03 08:05:00-05:00,Hombre,46,Arma de fuego,Santander,#0601,6
2006-01-03 12:20:00-05:00,Mujer,33,Sin dato,La Candelaria,#1019,10
2006-01-03 12:30:00-05:00,Hombre,24,Sin dato,Guayaquil,#1007,10
2006-01-03 13:45:00-05:00,Mujer,35,Sin dato,Perpetuo Socorro,#1012,10
